Original Name,Name in Other Language,Language,Location
URYAN,אוּרְיָן,Hebrew,Hebrew
URYON,אוּרְיוֹן,Hebrew,Hebrew
UTZ,עוּץ,Hebrew,Hebrew
UWR,אוּר,Hebrew,Hebrew
UWRIY,אוּרִי,Hebrew,Hebrew
UWRIYAH,אוּרִיָּה,Hebrew,Hebrew
UWRIYEL,אוּרִיאֵל,Hebrew,Hebrew
UWTHAY,עוּתַי,Hebrew,Hebrew
UWTS,עוּץ,Hebrew,Hebrew
UWZAL,אוּזָל,Hebrew,Hebrew
UZA,עֻזָּה,Hebrew,Hebrew
UZA,עֻזָּא,Hebrew,Hebrew
UZIAHU,עֻזִּיָהוּ,Hebrew,Hebrew
UZIYA,עֻזִּיָה,Hebrew,Hebrew
UZIYAHU,עֻזִּיָהוּ,Hebrew,Hebrew
UZZA,עֻזָּה,Hebrew,Hebrew
UZZA,עֻזָּא,Hebrew,Hebrew
UZZIYA,עֻזִּיָה,Hebrew,Hebrew
UZZIYEL,עֻזִּיאֵל,Hebrew,Hebrew
VERED,וֶרֶד,Hebrew,Hebrew
YAAKOV,יַעֲקׄב,Hebrew,Hebrew
YAANAY,יֲעַנַי,Hebrew,Hebrew
YAAQOB,יַעֲקׄב,Hebrew,Hebrew
YAASUW,יַעֲשָׂי,Hebrew,Hebrew
YABETS,יַעְבֵּץ,Hebrew,Hebrew
YABIYN,יָבִין,Hebrew,Hebrew
YACHLEEL,יַחְלְאֵל,Hebrew,Hebrew
YACHTSE'EL,יַחְצְאֵל,Hebrew,Hebrew
YADA,יָדָע,Hebrew,Hebrew
YADOWN,יָדוֹן,Hebrew,Hebrew
YAIR,יָאִיר,Hebrew,Hebrew
YAIYR,יָאִיר,Hebrew,Hebrew
YAKIYN,יָכִין,Hebrew,Hebrew
YALOWN,יָלוֹן,Hebrew,Hebrew
YAMIR,יָמִיר,Hebrew,Hebrew
YAMIYN,יָמִין,Hebrew,Hebrew
YANAI,יָנַּאי,Hebrew,Hebrew
YANIV,יָנִיב,Hebrew,Hebrew
YANNI,יַנִי,Hebrew,Hebrew
YARDEN,יַרְדָן,Hebrew,Hebrew
YAREB,יָרֵב,Hebrew,Hebrew
YARED,יֶרֶד,Hebrew,Hebrew
YARON,יָרוֹן,Hebrew,Hebrew
YASHUWB,יָשׁוּב,Hebrew,Hebrew
YAUWR,יָעְוּר,Hebrew,Hebrew
YAVAN,יָוָן,Hebrew,Hebrew
YECHEZQEL,יְחֶזְקֵאל,Hebrew,Hebrew
YECHIYEL,יְחִיאֵל,Hebrew,Hebrew
YEDIYDEYAH,יְדִידְיָה,Hebrew,Hebrew
YEDUWTHUWN,יְדִיתוּן,Hebrew,Hebrew
YEHIEL,יְחִיאֵל,Hebrew,Hebrew
YEHOCHANAN,יְהוֹחָנָן,Hebrew,Hebrew
YEHONATAN,יְהוֹנָתָן,Hebrew,Hebrew
YEHOVAH,יְהֹוָה,Hebrew,Hebrew
YEHOWACHAZ,יְהוֹאָחָז,Hebrew,Hebrew
YEHOWASH,יְהוֹאָש,Hebrew,Hebrew
YEHOWCHANAN,יְהוֹחָנָן,Hebrew,Hebrew
YEHOWCEPH,יְהוֹסֵף,Hebrew,Hebrew
YEHOWNATHAN,יְהוֹנָתָן,Hebrew,Hebrew
YEHOWRAM,יְהוֹרָם,Hebrew,Hebrew
YEHOWSHAPHAT,יְהוֹשָׁפָט,Hebrew,Hebrew
YEHOWSHUWA,יְהוֹשׂוּעַ,Hebrew,Hebrew
YEHOWYAKIYN,יְהוֹיָכִין,Hebrew,Hebrew
YEHOWYAQIYM,יְהוֹיָקִים,Hebrew,Hebrew
YEHOYAKIM,יְהוֹיָקִים,Hebrew,Hebrew
YEHUW,יֵהוּא,Hebrew,Hebrew
YEHUWDAH,יְהוּדָה,Hebrew,Hebrew
YEHUWDIY,יְהוּדִי,Hebrew,Hebrew
YEPHETH,יֶפֶת,Hebrew,Hebrew
YERACHMEEL,יְרַחְמְאֵל,Hebrew,Hebrew
YERACHMIEL,יְרַחְמְאֵל,Hebrew,Hebrew
YERED,יֶרֶד,Hebrew,Hebrew
YERIYCHOW,יְרֵחוֹ,Hebrew,Hebrew
YERIYAH,יְרִיָּה,Hebrew,Hebrew
YESHAYAH,יְשַׁעְיָה,Hebrew,Hebrew
YESHAYAHU,יְשַׁעְיָהוּ,Hebrew,Hebrew
YESHU,יֵשׁוּ,Hebrew,Hebrew
YESHUWA,יֵשׁוּעַ,Hebrew,Hebrew
YESIYMAEL,ישִׂימִאֵל,Hebrew,Hebrew
YETHER,יֶתֶר,Hebrew,Hebrew
YHWH,יְהֹוָה,Hebrew,Hebrew
YIMLA,יִמְלָה,Hebrew,Hebrew
YIPHTACH,יִפְתָּח,Hebrew,Hebrew
YIRMEYAH,יִרְמְיָה,Hebrew,Hebrew
YIRMEYAHU,יִרְמְיָהוּ,Hebrew,Hebrew
YISHAY,יִשַׁי,Hebrew,Hebrew
YISHMAEL,יִשְמָעֵאל,Hebrew,Hebrew
YISHMERAY,יִשְׁמְרַי,Hebrew,Hebrew
YISRAEL,יִשְׂרָאֵל,Hebrew,Hebrew
YISSASKAR,יִשָּׂשׂכָר,Hebrew,Hebrew
YITZCHAK,יִצְחָק,Hebrew,Hebrew
YITHROW,יִתְרוֹ,Hebrew,Hebrew
YOCHANAN,יוֹחָנָן,Hebrew,Hebrew
YOEL,יוֹאֵל,Hebrew,Hebrew
YONAH,יוֹנָה,Hebrew,Hebrew
YOPHIEL,יופיאל,Hebrew,Hebrew
YOQTAN,יָקְטָן,Hebrew,Hebrew
YORAM,יוֹרָם,Hebrew,Hebrew
YOSHIYAH,יׄאשִׁיָּה,Hebrew,Hebrew
YOSHIYAHU,יׄאשִׁיָּהוּ,Hebrew,Hebrew
YOWAB,יוֹאָב,Hebrew,Hebrew
YOWACH,יוֹאָח,Hebrew,Hebrew
YOWACHAZ,יוֹאָחָז,Hebrew,Hebrew
YOWASH,יוֹאָשׁ,Hebrew,Hebrew
YOW'ASH,יוֹעָשׁ,Hebrew,Hebrew
YOWB,יוֹב,Hebrew,Hebrew
YOWCEPH,יוֹסֵף,Hebrew,Hebrew
YOWCHANAN,יוֹחָנָן,Hebrew,Hebrew
YOWEL,יוֹאֵל,Hebrew,Hebrew
YOWNATHAN,יוֹנָתָן,Hebrew,Hebrew
YOWRAM,יוֹרָם,Hebrew,Hebrew
YOWSHAPHAT,יוֹשָׁפָט,Hebrew,Hebrew
YOWTHAM,יוֹתָם,Hebrew,Hebrew
YOWYAKIYN,יוֹיָכִין,Hebrew,Hebrew
YUWBAL,יוּבַל,Hebrew,Hebrew
ZABDIY,זַבְדִּי,Hebrew,Hebrew
ZACH,זַךְ,Hebrew,Hebrew
ZAKKAY,זַכָּי,Hebrew,Hebrew
ZAMIR,זָמִיר,Hebrew,Hebrew
ZAYIT,זַיִת,Hebrew,Hebrew
ZEBACH,זֶבַח,Hebrew,Hebrew
ZEBADYAH,זְבַדְיָה,Hebrew,Hebrew
ZEBIYNA,זְבִינָה,Hebrew,Hebrew
ZEBUWLUWN,זְבֻלוּן,Hebrew,Hebrew
ZECHARYA,זְכַרְיָה,Hebrew,Hebrew
ZE'EV,זְאֵב,Hebrew,Hebrew
ZEKARYAH,זְכַרְיָה,Hebrew,Hebrew
ZERACH,זֶרַח,Hebrew,Hebrew
ZERUBBABEL,זְרוּבָּבֶל,Hebrew,Hebrew
ZEVACH,זֶבַח,Hebrew,Hebrew
ZEVACHYA,זֶבַחְיָה,Hebrew,Hebrew
ZEVADYA,זְבַדְיָה,Hebrew,Hebrew
ZEVULUN,זְבֻלוּן,Hebrew,Hebrew
ZIMRIY,זִמְרִי,Hebrew,Hebrew
ZIV,זִיו,Hebrew,Hebrew
ZIYA,זִיעַ,Hebrew,Hebrew
ZOHAR,זׄהַר,Hebrew,Hebrew
AALIYAH,עלִיָּה,Hebrew,Hebrew
ABICHAIL,אֲבִיחַיִל,Hebrew,Hebrew
ABIGAYIL,אֲבִיגַיִל,Hebrew,Hebrew
ABIHAYIL,אֲבִיחַיִל,Hebrew,Hebrew
ABIY,אֲבִי,Hebrew,Hebrew
ABIYAH,אֲבִיָּה,Hebrew,Hebrew
ABIYHAYIL,אֲבִיחַיִל,Hebrew,Hebrew
ABIYSHAG,אֲבִישַׁג,Hebrew,Hebrew
ABIYTAL,אֲבִיטַל,Hebrew,Hebrew
ABRAHAMIT,אַבְרָהָמִית,Hebrew,Hebrew
ACĔNATH,אָסְנַת,Hebrew,Hebrew
ADAH,עָדָה,Hebrew,Hebrew
ADI,עֲדִי,Hebrew,Hebrew
ADIRA,אַדִּירָה,Hebrew,Hebrew
ADIVA,אֲדִיבָה,Hebrew,Hebrew
ADIYNA,עֲדִינָא,Hebrew,Hebrew
AFRA,רפַעָ,Hebrew,Hebrew
AHAVA,אַהֲבָה,Hebrew,Hebrew
AHUVA,אֲהוּבָה,Hebrew,Hebrew
ALEEZA,עַלִּיזָה,Hebrew,Hebrew
ALISA,עֲלִיסָה,Hebrew,Hebrew
ALITZA,עַלִיצָה,Hebrew,Hebrew
ALIYA,עלִיָּה,Hebrew,Hebrew
ALIYAH,עלִיָּה,Hebrew,Hebrew
ALIZA,עַלִּיזָה,Hebrew,Hebrew
ALMA,עַלְמָה,Hebrew,Hebrew
ALONA,אַלּוּנָה,Hebrew,Hebrew
ALYA,אַלְיָה,Hebrew,Hebrew
AMALYA,עֲמַלְיָה,Hebrew,Hebrew
AMINA,אַמִינָה,Hebrew,Hebrew
AMINTA,אַמִינְתָה,Hebrew,Hebrew
AMIRA,אֲמִירָה,Hebrew,Hebrew
AMIT,עָמִית,Hebrew,Hebrew
AMITA,אַמִּתָה,Hebrew,Hebrew
ANAT,עַנָת,Hebrew,Hebrew
APHRA,רפַעָ,Hebrew,Hebrew
APHRODIT,אַפְרוֹדִית,Hebrew,Hebrew
ARI'EL,אֲרִיאֵל,Hebrew,Hebrew
ASHERAH,אֲשֵׁרָה,Hebrew,Hebrew
ASHTAROWTH,עַשְׁתְּרוֹת,Hebrew,Hebrew
ASHTORETH,עַשְׁתּׄרֶת,Hebrew,Hebrew
ATARAH,עֲטָרָה,Hebrew,Hebrew
AVI,אֲבִי,Hebrew,Hebrew
AVICHAYIL,אֲבִיחַיִל,Hebrew,Hebrew
AVIGAL,אֲבִיגַל,Hebrew,Hebrew
AVIGAYIL,אֲבִיגַיִל,Hebrew,Hebrew
AVISHAG,אֲבִישַׁג,Hebrew,Hebrew
AVIVA,אֲבִיבָה,Hebrew,Hebrew
AVIYAH,אֲבִיָּה,Hebrew,Hebrew
AVRAHAMIT,אַבְרָהָמִית,Hebrew,Hebrew
AYA,אַיָּה,Hebrew,Hebrew
AYAH,אַיָּה,Hebrew,Hebrew
AYALA,אַיָּלָה,Hebrew,Hebrew
AYELET,אַיֶּלֶת,Hebrew,Hebrew
AYLA,אֵלָה,Hebrew,Hebrew
AZENETH,אָסְנַת,Hebrew,Hebrew
AZUWBAH,עֲזוּבָה,Hebrew,Hebrew
BARA,בָּרָה,Hebrew,Hebrew
BAT-EL,בַּת-אֵל,Hebrew,Hebrew
BATH-SHEBA,בַּת-שֶׁבַע,Hebrew,Hebrew
BATH-SHUA,בַּתשׁוּעַ,Hebrew,Hebrew
BATH-SHUWA,בַּתשׁוּעַ,Hebrew,Hebrew
BAT-SHEVA,בַּת-שֶׁבַע,Hebrew,Hebrew
BATYA,בַּתְיָה,Hebrew,Hebrew
BERURA,בְּרוּרָה,Hebrew,Hebrew
BETH-EL,בֵּית-אֵל,Hebrew,Hebrew
BEULAH,בְּעוּלָה,Hebrew,Hebrew
BEYTH-EL,בֵּית-אֵל,Hebrew,Hebrew
BILHAH,בִּלְהָה,Hebrew,Hebrew
BINA,בִּינָה,Hebrew,Hebrew
BITHYAH,בִּתְיָה,Hebrew,Hebrew
BOSMA,בָּשְׂמָה,Hebrew,Hebrew
BOSMATH,בָּשְׂמַת,Hebrew,Hebrew
CARNI,קַרְנִי,Hebrew,Hebrew
CARNIA,קַרְנִיָּה,Hebrew,Hebrew
CARNIELA,קַרְנִיאֵלָה,Hebrew,Hebrew
CHANIYA,חַנִיָּה,Hebrew,Hebrew
CHANNAH,חַנָּה,Hebrew,Hebrew
CHASIDA,חֲסִידָה,Hebrew,Hebrew
CHAVA,חַוָּה,Hebrew,Hebrew
CHAVIVA,חֲבִיבָה,Hebrew,Hebrew
CHAVVAH,חַוָּה,Hebrew,Hebrew
CHAYA,חַיִּה,Hebrew,Hebrew
CHEFTZI-BA,חֶפְצִי-בָּהּ,Hebrew,Hebrew
CHEL'AH,חֶלְאָה,Hebrew,Hebrew
CHENYA,הֵנְיָה,Hebrew,Hebrew
CHEPHTSIY-BAHH,חֶפְצִי-בָּהּ,Hebrew,Hebrew
CHERUT,חֵרוּת,Hebrew,Hebrew
CHERUTA,חֵרוּתָה,Hebrew,Hebrew
CHIBA,חִבָּה,Hebrew,Hebrew
CHITA,חִטָה,Hebrew,Hebrew
CHULDAH,חוּלְדָה,Hebrew,Hebrew
DANA,דָּנָה,Hebrew,Hebrew
DANIELA,דָּנִיּאֵלָה,Hebrew,Hebrew
DANITA,דָּנִיתָה,Hebrew,Hebrew
DANYA,דַּנְיָה,Hebrew,Hebrew
DAVIDA,דָוִידָה,Hebrew,Hebrew
DEBOWRAH,דְּבוֹרָה,Hebrew,Hebrew
DEGANA,דְּגָנָה,Hebrew,Hebrew
DEGANIT,דְּגָנִית,Hebrew,Hebrew
DEGANIYA,דְּגָנִיָּה,Hebrew,Hebrew
DEGANYA,דְגַנְיָה,Hebrew,Hebrew
DELIYLAH,דְּלִילָה,Hebrew,Hebrew
DIMONA,דִּימוֹנָה,Hebrew,Hebrew
DITA,דִּיתָה,Hebrew,Hebrew
DIYNAH,דִּינָה,Hebrew,Hebrew
DODI,דּוֹדִי,Hebrew,Hebrew
DOR,דּוֹר,Hebrew,Hebrew
DORIT,דּוֹרִית,Hebrew,Hebrew
DOWR,דּוֹר,Hebrew,Hebrew
ECTER,אֶסְתֵּר,Hebrew,Hebrew
EDEN,עֵדֶן,Hebrew,Hebrew
EDER,עֵדֶר,Hebrew,Hebrew
EDNA,עֶדְנָה,Hebrew,Hebrew
EFA,עֵיפָה,Hebrew,Hebrew
EFAH,עֵיפָה,Hebrew,Hebrew
EILA,אֵלָה,Hebrew,Hebrew
ELIANA,אֶלִיעַנָה,Hebrew,Hebrew
ELIORA,אֶלִיאוֹרָה,Hebrew,Hebrew
ELISHEVA,אֱלִישֶׁבַע,Hebrew,Hebrew
ELIYSHEBA,אֱלִישֶׁבַע,Hebrew,Hebrew
EMET,אֶמֶת,Hebrew,Hebrew
ETNA,אֶתְנָה,Hebrew,Hebrew
EYPHAH,עֵיפָה,Hebrew,Hebrew
GAL,גַּל,Hebrew,Hebrew
GALA,גַּלָה,Hebrew,Hebrew
GALILA,גָּלִילָה,Hebrew,Hebrew
GALINA,גָּלִינָה,Hebrew,Hebrew
GALIT,גָּלִית,Hebrew,Hebrew
GALYA,גָּלְיָה,Hebrew,Hebrew
GAVRIELA,גַבְרִילָה,Hebrew,Hebrew
GHILA,גִּילָה,Hebrew,Hebrew
GILA,גִּילָה,Hebrew,Hebrew
GINA,גִּנָּה,Hebrew,Hebrew
GOMER,גּׄמֶר,Hebrew,Hebrew
HADA,הָדָה,Hebrew,Hebrew
HADACCAH,הֲדַסָה,Hebrew,Hebrew
HADAS,הָדָס,Hebrew,Hebrew
HAGAR,הָגָר,Hebrew,Hebrew
HANA,חַנָּה,Hebrew,Hebrew
HANIYA,חַנִיָּה,Hebrew,Hebrew
HASIDA,חֲסִידָה,Hebrew,Hebrew
HAVA,חַוָּה,Hebrew,Hebrew
HED,הֵד,Hebrew,Hebrew
HENYA,הֵנְיָה,Hebrew,Hebrew
HIBA,חִבָּה,Hebrew,Hebrew
HOSHA'NA,הוֹשׁע-נא,Hebrew,Hebrew
ILANA,אִילָנָה,Hebrew,Hebrew
ILANIT,אִילָנִית,Hebrew,Hebrew
ILYA,אִלְיָה,Hebrew,Hebrew
IMMA,אִמָא,Hebrew,Hebrew
INBAL,עִנְבָּל,Hebrew,Hebrew
IRIT,עִירִית,Hebrew,Hebrew
IYZEBEL,אִיזֶבֶל,Hebrew,Hebrew
KALANIT,כַּלָּנִית,Hebrew,Hebrew
KARMEL,כַּרְמֶל,Hebrew,Hebrew
KARNI,קַרְנִי,Hebrew,Hebrew
KARNIA,קַרְנִיָּה,Hebrew,Hebrew
KARNIELA,קַרְנִיאֵלָה,Hebrew,Hebrew
KELILA,כְּלִילָה,Hebrew,Hebrew
KESHET,קֶשֶׁת,Hebrew,Hebrew
LATIFA,לָטִיפָה,Hebrew,Hebrew
LAVI,לָבִיא,Hebrew,Hebrew
LEAH,לֵאָה,Hebrew,Hebrew
LEEBA,לִיבָּא,Hebrew,Hebrew
LEILA,לַיְלָה,Hebrew,Hebrew
LI,לִי,Hebrew,Hebrew
LIAT,לִיאַתּ,Hebrew,Hebrew
LIBA,לִיבָּא,Hebrew,Hebrew
LIBE,לִיבֶּע,Hebrew,Hebrew
LIBNAH,לִבְנָה,Hebrew,Hebrew
LILA,לִילָה,Hebrew,Hebrew
LILIT,לִילִית,Hebrew,Hebrew
LILITH,לִילִית,Hebrew,Hebrew
LIOR,לִיאוֹר,Hebrew,Hebrew
LIORA,לִיאוֹרָה,Hebrew,Hebrew
LIORIT,לִיאוֹרִית,Hebrew,Hebrew
LIRON,לִירוֹן,Hebrew,Hebrew
LIVNAH,לִבְנָה,Hebrew,Hebrew
LIVNATH,לִבְנַת,Hebrew,Hebrew
LUNA,לוּנה,Hebrew,Hebrew
MAAKAH,מַעֲכָה,Hebrew,Hebrew
MACHALATH,מַחֲלַת,Hebrew,Hebrew
MACHLAH,מַחְלָה,Hebrew,Hebrew
MALAK,מַלְאָךְ,Hebrew,Hebrew
MALKA,מַלְכָּה,Hebrew,Hebrew
MANA,מָנָה,Hebrew,Hebrew
MAQQEDAH,מַקֵּדָה,Hebrew,Hebrew
MARA,מָרָה,Hebrew,Hebrew
MARGANIT,מַרְגָּנִית,Hebrew,Hebrew
MARGANITA,מַרְגָּנִיתָה,Hebrew,Hebrew
MARNINA,מַרְנִינָה,Hebrew,Hebrew
MARVA,מַרְוָה,Hebrew,Hebrew
MEIRA,מֵאִירָה,Hebrew,Hebrew
MEIRIONA,מֵרוֹנָה,Hebrew,Hebrew
MEIRI,מְאִירִי,Hebrew,Hebrew
MEIRIT,מְאִירִית,Hebrew,Hebrew
MEITAL,מֵיטַל,Hebrew,Hebrew
MENUCHA,מְנוּחָה,Hebrew,Hebrew
MERAB,מֵרַב,Hebrew,Hebrew
MERAV,מֵרַב,Hebrew,Hebrew
MERI,מֶרִי,Hebrew,Hebrew
MIRYAM,מִרְיָם,Hebrew,Hebrew
MIYKAL,מִיכַל,Hebrew,Hebrew
MORAG,מוֹרַג,Hebrew,Hebrew
MORIYA,מוֹרִיָּה,Hebrew,Hebrew
MOWRIYAH,מוֹרִיָּה,Hebrew,Hebrew
NAAMAH,נַעֲמָה,Hebrew,Hebrew
NAAMIY,נָעֳמִי,Hebrew,Hebrew
NACHALA,נַחֲלָה,Hebrew,Hebrew
NAVA,נָאוָה,Hebrew,Hebrew
NECHUSHTA,נְחֻשְׁתָּא,Hebrew,Hebrew
NETA,נֶטַע,Hebrew,Hebrew
NINA,נִינָה,Hebrew,Hebrew
NIR,נִיר,Hebrew,Hebrew
NISSA,נִסָה,Hebrew,Hebrew
NITA,נִיטַע,Hebrew,Hebrew
NITZA,נִצָה,Hebrew,Hebrew
NIVA,נִיבָה,Hebrew,Hebrew
NO'AH,נׄעָה,Hebrew,Hebrew
NOAM,נׄעַם,Hebrew,Hebrew
NOGA,נׄגַה,Hebrew,Hebrew
NO'OMIY,נָעֳמִי,Hebrew,Hebrew
NURIT,נוּרִית,Hebrew,Hebrew
NURYA,נוּרְיָא,Hebrew,Hebrew
NYSSA,נִסָה,Hebrew,Hebrew
ODELEYA,אוֹדֶלְיָה,Hebrew,Hebrew
OFRA,עָפְרָה,Hebrew,Hebrew
OPHRAH,עָפְרָה,Hebrew,Hebrew
ORA,אוֹרָה,Hebrew,Hebrew
ORALEE,אוֹרָה-לִי,Hebrew,Hebrew
ORIT,אוֹרִית,Hebrew,Hebrew
OR-LEE,אוֹר-לִי,Hebrew,Hebrew
ORLI,אוֹרְלִי,Hebrew,Hebrew
ORNA,אָרְנָה,Hebrew,Hebrew
ORNAT,אׄרְנַת,Hebrew,Hebrew
ORPAH,עָרְפָּה,Hebrew,Hebrew
OZ,עׄז,Hebrew,Hebrew
PENINNAH,פְּנִנָּה,Hebrew,Hebrew
PILI,פִּלְאִי,Hebrew,Hebrew
QEREN,קֶרֶן,Hebrew,Hebrew
QETSIYAH,קְצִיעָה,Hebrew,Hebrew
QETUWRAH,קְטוּרָה,Hebrew,Hebrew
RACHAB,רָחָב,Hebrew,Hebrew
RACHAV,רָחָב,Hebrew,Hebrew
RACHEL,רָחֵל,Hebrew,Hebrew
RAYA,רֵעַ,Hebrew,Hebrew
REFAELA,רְפָאֵלָה,Hebrew,Hebrew
REPHAELA,רְפָאֵלָה,Hebrew,Hebrew
REUT,רְעוּת,Hebrew,Hebrew
REVA,רֶבַע,Hebrew,Hebrew
RIBQAH,רִבְקָה,Hebrew,Hebrew
RINNAH,רִנָּה,Hebrew,Hebrew
RITSPAH,רִצְפָּה,Hebrew,Hebrew
RIVA,רִיבָה,Hebrew,Hebrew
RIVKA,רִבְקָה,Hebrew,Hebrew
ROMA,רוֹמָה,Hebrew,Hebrew
RON,רוֹן,Hebrew,Hebrew
RONA,רׄנָּה,Hebrew,Hebrew
RONI,רוֹנִי,Hebrew,Hebrew
RONIT,רוֹנִית,Hebrew,Hebrew
ROTEM,רוֹתֶם,Hebrew,Hebrew
RUWTH,רוּת,Hebrew,Hebrew
SABA,סָבָא,Hebrew,Hebrew
SABRA,סַבְּרָה,Hebrew,Hebrew
SALMA,שַׂלְמָה,Hebrew,Hebrew
SAPHIRA,סַפִירָה,Hebrew,Hebrew
SARAH,שָׂרָה,Hebrew,Hebrew
SARAY,שָׂרַי,Hebrew,Hebrew
SARIT,שָׂרַית,Hebrew,Hebrew
SAVA,סָבָא,Hebrew,Hebrew
SEMADAR,סְמָדַר,Hebrew,Hebrew
SHACHAR,שַׁחַר,Hebrew,Hebrew
SHAHAR,שַׁחַר,Hebrew,Hebrew
SHAMIRA,שָׁמִירָה,Hebrew,Hebrew
SHANI,שָׁנִי,Hebrew,Hebrew
SHAROWN,שָׁרוֹן,Hebrew,Hebrew
SHEBA,שֶׁבַע,Hebrew,Hebrew
SHECHINA,שׁכִינה,Hebrew,Hebrew
SHE'ERA,שֶׁאֱרָה,Hebrew,Hebrew
SHEKINAH,שׁכִינה,Hebrew,Hebrew
SHELOMIYTH,שְׁלמִׄית,Hebrew,Hebrew
SHEVA,שֶׁבַע,Hebrew,Hebrew
SHIBAH,שֶׁבַע,Hebrew,Hebrew
SHIFRA,שִׁפְרָה,Hebrew,Hebrew
SHIPHRAH,שִׁפְרָה,Hebrew,Hebrew
SHIR,שִׁיר,Hebrew,Hebrew
SHIRA,שִׁירָה,Hebrew,Hebrew
SHIRI,שִׁירָי,Hebrew,Hebrew
SHIR-LEE,שִׁיר-לִי,Hebrew,Hebrew
SHOSHAN,שׁוֹשַׁן,Hebrew,Hebrew
SHOSHANA,שׁוֹשַׁנָּה,Hebrew,Hebrew
SHULA,שׁוּלָה,Hebrew,Hebrew
SHURA,שׁוּרָה,Hebrew,Hebrew
SHUWLAMMIYTH,שׁוּלַמִּית,Hebrew,Hebrew
SIGAL,סִיגָל,Hebrew,Hebrew
SIMCHA,שִׂמְחָה,Hebrew,Hebrew
SMADAR,סְמָדַר,Hebrew,Hebrew
TAL,טַל,Hebrew,Hebrew
TALIA,טַלְיָה,Hebrew,Hebrew
TALYA,טַלְיָה,Hebrew,Hebrew
TAMAR,תָּמָר,Hebrew,Hebrew
TEHILA,תְּהִלָּה,Hebrew,Hebrew
TIQVAH,תִּקְוָה,Hebrew,Hebrew
TIRTSAH,תִּרְצָה,Hebrew,Hebrew
TORA,תּוֹרָה,Hebrew,Hebrew
TORI,תּוֹרִי,Hebrew,Hebrew
TOVA,טוֹבָה,Hebrew,Hebrew
TSERUWYAH,צְרוּיָה,Hebrew,Hebrew
TSIBYA,צִבְיָא,Hebrew,Hebrew
TSIBYAH,צִבְיָה,Hebrew,Hebrew
TSILLAH,צִלָה,Hebrew,Hebrew
TSIPPORAH,צִפּוֹרָה,Hebrew,Hebrew
TSIYBA,צִיבָא,Hebrew,Hebrew
TZERUYA,צְרוּיָה,Hebrew,Hebrew
TZILA,צִלָה,Hebrew,Hebrew
TZIVYA,צִבְיָה,Hebrew,Hebrew
TZOFI,צוֹפִי,Hebrew,Hebrew
TZUFIT,צוּפִית,Hebrew,Hebrew
UDIYA,אוּדִיָּה,Hebrew,Hebrew
UFARA,עוּפָרָה,Hebrew,Hebrew
ULA,עוּלָא,Hebrew,Hebrew
ULLA,עוּלָא,Hebrew,Hebrew
UMA,אֻמָה,Hebrew,Hebrew
UMARIT,אוּמָרִית,Hebrew,Hebrew
URANIT,אוּרָנִית,Hebrew,Hebrew
URIT,אוּרִית,Hebrew,Hebrew
USHARA,אוּשָׁרָה,Hebrew,Hebrew
USHRIYA,אוּשְׁרִיָּה,Hebrew,Hebrew
UWRIYELA,אוּרִיאֵלָה,Hebrew,Hebrew
VARDA,וַרְדָּה,Hebrew,Hebrew
VASHTIY,וַשְׁתִּי,Hebrew,Hebrew
VERED,וֶרֶד,Hebrew,Hebrew
YAA,יָאָה,Hebrew,Hebrew
YAEL,יָעֵל,Hebrew,Hebrew
YAFFA,יָפָה,Hebrew,Hebrew
YARDEN,יַרְדָן,Hebrew,Hebrew
YARDENA,יַרְדָנָה,Hebrew,Hebrew
YEDIYDAH,יְדִידָה,Hebrew,Hebrew
YEHUWDIYTH,יְהוּדִית,Hebrew,Hebrew
YEMIMA,יְמִימָה,Hebrew,Hebrew
YEMIYMAH,יְמִימָה,Hebrew,Hebrew
YERUWSHA,יְרוּשָׁה,Hebrew,Hebrew
YICKAH,יִסְכָּה,Hebrew,Hebrew
YISKA,יִסְכָּה,Hebrew,Hebrew
YOCHANA,יוֹחָנָה,Hebrew,Hebrew
YOCHEBED,יוֹכֶכֶד,Hebrew,Hebrew
YONIT,יוֹנִית,Hebrew,Hebrew
YOWKEBED,יוֹכֶכֶד,Hebrew,Hebrew
ZAKIYA,זַכִּיָּה,Hebrew,Hebrew
ZARA,זָרָה,Hebrew,Hebrew
ZAYIT,זַיִת,Hebrew,Hebrew
ZILPAH,זִלְפָּה,Hebrew,Hebrew
ZIVA,זִיוָה,Hebrew,Hebrew
ZIVIT,זִיוִית,Hebrew,Hebrew
ZOHAR,זׄהַר,Hebrew,Hebrew
ABHAY,अभय,Hindi,Hindi
ADITYA,आदित्य,Hindi,Hindi
AHSAN,আহসান,Hindi,Hindi
AJAY,অজয়,Hindi,Hindi
AJIT,अजित,Hindi,Hindi
AJITH,அஜித்,Hindi,Hindi
AKANKSHA,आकाङ्क्षा,Hindi,Hindi
AKBAR,أكبر,Arabic,Hindi
AKBAR,अकबर,Hindi,Hindi
AKHIL,अखिल,Hindi,Hindi
AKIL,अखिल,Hindi,Hindi
AMAR,अमर,Hindi,Hindi
AMIT,अमित,Hindi,Hindi
AMRIT,अमृत,Hindi,Hindi
ANAND,आनन्द,Hindi,Hindi
ANANTA,अनन्‍त,Hindi,Hindi
ANIL,अनिल,Hindi,Hindi
ANIRUDDHA,अनिरुद्ध,Hindi,Hindi
ANISH,अनिश,Hindi,Hindi
ANKUR,अंकुर,Hindi,Hindi
